Stops1,Stops2,Stops3,Stops4,Stops5,Stops6,Stops7,Stops8,Stops9,Stops10,Stops11,Stops12,Stops13,Stops14,Stops15,Stops16,Stops17,Stops18,Stops19,Stops20,Stops21,Stops22,Stops23,Stops24,Stops25,Stops26,Stops27,Stops28,Stops29,Stops30,Stops31,Stops32,Stops33,Stops34,Stops35,Stops36,Stops37,Stops38,Stops39,Stops40,Stops41,Stops42,Stops43,Stops44,Stops45,Stops46,Stops47,Stops48,Stops49,Stops50,Stops51,Stops52,Stops53,Stops54,Stops55,Stops56,Stops57,Stops58,Stops59,Stops60,Stops61,Stops62,Stops63,Stops64,Stops65,Stops66,Stops67,Stops68,Stops69,Stops70,Stops71,Stops72,Stops73,Stops74,Stops75,Stops76,Stops77,Stops78,Stops79,Stops80,Stops81,Stops82,Stops83,Stops84,Stops85,Stops86,Stops87,Stops88,Stops89,Stops90,Stops91,Stops92,Stops93,Stops94,Stops95,Stops96,Stops97,Stops98,Stops99,Stops100,Stops101,Stops102,Stops103,Stops104,Stops105,Stops106,Stops107,Stops108,Stops109,Stops110
"[14.67308,120.98200],","[14.66966,120.98198],","[14.66782,120.98222],","[14.66542,120.98414],","[14.66289,120.98413],","[14.66160,120.98409],","[14.66004,120.98405],","[14.65794,120.98397],","[14.65157,120.98346],","[14.65157,120.98289],","[14.64592,120.98212],","[14.64427,120.98206],","[14.64308,120.98202],","[14.64191,120.98199],","[14.64092,120.98337],","[14.63781,120.98304],","[14.63605,120.98223],","[14.63414,120.98133],","[14.63285,120.98074],","[14.63088,120.98004],","[14.62916,120.97944],","[14.62764,120.97890],","[14.62597,120.97849],","[14.62562,120.97975],","[14.62443,120.98096],","[14.62307,120.98198],","[14.62200,120.98195],","[14.62182,120.98383],","[14.62045,120.98482],","[14.61983,120.98481],","[14.61817,120.98475],","[14.61472,120.98456],","[14.61287,120.98442],","[14.61130,120.98432],","[14.60938,120.98416],","[14.60963,120.98128],","[14.60860,120.98120],","[14.60767,120.98115],","[14.60647,120.98104],","[14.60504,120.98078],","[14.60259,120.98024],","[14.60132,120.97964],","[14.59937,120.97995]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.6208307,120.9927227],","[14.6196429197085,120.9971660197085],","[14.6180296197085,120.9954151197085],","[14.6130384697085,120.9964601197085],","[14.6146363197085,120.9916820197085],","[14.6129175197085,120.9897918197085],","[14.6080435197085,120.9913590197085],","[14.6093281197085,120.9858335197085],","[14.6045196,120.9847642],","[14.6058021197085,120.9845897197085],","[14.5972897,120.9833302],","[14.5972897,120.9833302],","[14.5942531697085,120.9808099197085],","[14.5826472,120.9750843],","[14.5826472,120.9750843],","[14.5804762,120.9782401],","[14.564918761973287, 120.9861416531221],","[14.5747609197085,120.9805570197085],","[14.564918761973287, 120.9861416531221],","[14.564918761973287, 120.9861416531221],","[14.5635902197085,120.9848596197085],","[14.564497992460518, 120.98715002086136],","[14.5688455197085,120.9902411197085],","[14.5553593197085,120.9894964197085],","[14.55134439999997,120.9861736],","[14.55134439999997,120.9861736],","[14.53227629999997,120.9893366],","[14.55352629999997,120.9892402697085],","[14.5447893197085,120.9925248197085]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.6208307,120.9927227],","[14.6196429197085,120.9971660197085],","[14.6180296197085,120.9954151197085],","[14.6130384697085,120.9964601197085],","[14.6146363197085,120.9916820197085],","[14.6129175197085,120.9897918197085],","[14.6080435197085,120.9913590197085],","[14.6093281197085,120.9858335197085],","[14.6045196,120.9847642],","[14.6058021197085,120.9845897197085],","[14.5972897,120.9833302],","[14.5972897,120.9833302],","[14.5942531697085,120.9808099197085],","[14.5885644197085,120.9793338197085],","[14.56526427427887,120.99383650480966],","[14.5848864197085,120.9813092197085],","[14.5822017197085,120.9826399197085],","[14.56526427427887,120.99383650480966],","[14.5785440197085,120.9846982197085],","[14.56526427427887,120.99383650480966],","[14.56526427427887,120.99383650480966],","[14.5690648197085,120.9902457197085],","[14.5690648197085,120.9902457197085],","[14.56526427427887,120.99383650480966],","[14.56526427427887,120.99383650480966],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.5528582197085,120.9958418197085],","[14.5489394197085,120.9967755197085],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.56526427427887,120.99383650480966],","[14.5364846197085,120.9943804197085],","[14.5355756197085,120.9919767197085],","[14.5353051697085,120.9926509]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.5958568,120.9675551],","[14.5958568,120.9675551],","[14.5958568,120.9675551],","[14.5963988,120.9732917],","[14.5958810197085,120.9740419197085],","[14.5946816197085,120.9747191197085],","[14.5885644197085,120.9793338197085],","[14.5848864197085,120.9813092197085],","[14.5822017197085,120.9826399197085],","[14.56526427427887,120.99383650480966],","[14.5785440197085,120.9846982197085],","[14.56526427427887,120.99383650480966],","[14.56526427427887,120.99383650480966],","[14.5690648197085,120.9902457197085],","[14.5690648197085,120.9902457197085],","[14.56526427427887,120.99383650480966],","[14.56526427427887,120.99383650480966],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.5528582197085,120.9958418197085],","[14.5489394197085,120.9967755197085],","[14.53763789999998,120.9953855],","[14.5362961197085,120.9992708197085]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.606487643863737, 120.97366253880155],","[14.60385482930679, 120.97423741763033],","[14.605992649038669, 120.97726740569841],","[14.60422219898383, 120.97944158975379],","[14.6022231197085,120.9817659197085],","[14.5989322,120.964597],","[14.6007799197085,120.9857519197085],","[14.600459097351058, 120.99061456229202],","[14.6009168697085,120.9916034197085],","[14.60075869999998,120.9993774],","[14.60075869999998,120.9993774],","[14.6004065697085,121.0039445697085],","[14.6007296197085,121.0067144197085],","[14.60075869999998,120.9993774],","[14.60075869999998,120.9993774],","[14.5994077197085,121.0118545197085],","[14.596985,121.0134406],","[14.597653334674517, 121.01762169915068],","[14.59700797284316, 121.01845911591482],","[14.5948110197085,121.0191368197085],","[14.5936650197085,121.0212857697085],","[14.59501365620719, 121.0225528875309],","[14.59501365620719, 121.0225528875309],","[14.5922108697085,121.0261675197085],","[14.5922108697085,121.0261675197085],","[14.58194419999997,121.0132633],","[14.58409919999997,121.0167854],","[14.5813421,121.0120069],","[14.5813421,121.0120069],","[14.5859601197085,121.0194592197085],","[14.5861209697085,121.0170452697085],","[14.5854323,121.0112901],","[14.5854323,121.0112901],","[14.5854323,121.0112901],","[14.5843687197085,121.0094930697085],","[14.5843687197085,121.0094930697085]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.5489394197085,120.9967755197085],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.5690648197085,120.9902457197085],","[14.576461796804947, 120.98913441291853],","[14.5628423,120.9861981],","[14.5785440197085,120.9846982197085],","[14.56526427427887,120.99383650480966],","[14.5822017197085,120.9826399197085],","[14.5848864197085,120.9813092197085],","[14.56526427427887,120.99383650480966],","[14.56526427427887,120.99383650480966],","[14.5826472,120.9750843],","[14.5972897,120.9833302],","[14.603113340074794, 120.98488711336834],","[14.6039105197085,120.9866904197085],","[14.60525949999997,120.9880394],","[14.61446379999997,120.9957848],","[14.6135162197085,121.0025056697085],","[14.6163908697085,121.0114945197085]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.717451049562225, 120.95720070038858],","[14.7137340197085,120.9564927697085],","[14.7078614197085,120.9585038197085],","[14.69553399999997,120.9591859],","[14.7076834197085,120.9586332697085],","[14.7013341697085,120.9591313197085],","[14.7013062697085,120.9630001197085],","[14.679057998465476, 120.98262682847238],","[14.6972014197085,120.9606652197085],","[14.69553399999997,120.9591859],","[14.69142969999997,120.9629079],","[14.69142969999997,120.9629079],","[14.6906278197085,120.9646162697085],","[14.6915201197085,120.9647879197085],","[14.7030429697085,120.9597091697085],","[14.690186809428138, 120.9749600997426],","[14.6953397197085,120.9724239197085],","[14.6863445197085,120.9738728197085],","[14.6838480697085,120.9756561197085],","[14.6847886197085,120.9747939197085],","[14.6823104197085,120.9762477697085],","[14.68015846970849,120.9774117197085],","[14.6764370697085,120.9789091197085],","[14.6738770197085,120.9799227197085],","[14.6711859697085,120.9809847697085],","[14.6682560197085,120.9810627697085],","[14.667633359395753, 120.98232662749828],","[14.6651303,120.9840472],","[14.66008849999997,120.9803191],","[14.6603767197085,120.9827274197085],","[14.6589263197085,120.9825964197085],","[14.6574006197085,120.9840755197085],","[14.6561518197085,120.9823798197085],","[14.6555964197085,120.9820264697085],","[14.6555964197085,120.9820264697085],","[14.6555964197085,120.9820264697085],","[14.6540105697085,120.9827496697085],","[14.5988986,120.9790281],","[14.5988986,120.9790281],","[14.6474444,120.9759807],","[14.6458748197085,120.9762841],","[14.5988986,120.9790281],","[14.6475172697085,120.9847030197085],","[14.6432136197085,120.9814688197085],","[14.6430042197085,120.9829772197085],","[14.6403005197085,120.978311],","[14.6208596197085,120.9814442697085],","[14.5988986,120.9790281],","[14.6024545197085,120.9805437197085],","[14.6348973197085,120.9810326697085],","[14.6391751197085,120.9784507197085],","[14.6306241197085,120.9790730197085],","[14.5988986,120.9790281],","[14.5988986,120.9790281],","[14.5988986,120.9790281],","[14.657253741715625, 120.98448800132203],","[14.624277609154817, 120.98293933283755],","[14.62259826739451, 120.9828931161176],","[14.605334479859106, 120.98202578625505],","[14.591818440510764, 120.98180515172461],","[14.6110566697085,120.9812096197085],","[14.6130269197085,120.9809612697085],","[14.5988986,120.9790281],","[14.5988986,120.9790281],","[14.5981755197085,120.9827680197085],","[14.6024989197085,120.9809686697085],","[14.5988986,120.9790281],","[14.5989416197085,120.9793331197085],","[14.5923546197085,120.9728086197085],","[14.5909161197085,120.9711534197085],","[14.59411932907446, 120.9685380710182],","[14.59411932907446, 120.9685380710182],","[14.59411932907446, 120.9685380710182],","[14.59411932907446, 120.9685380710182]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.599335378397715, 120.98962319557504],","[14.580272600706673, 120.98583108965893],","[14.57992786357945, 120.98610843802997],","[14.5785440197085,120.9846982197085],","[14.580272600706673, 120.98583108965893],","[14.5822017197085,120.9826399197085],","[14.5848864197085,120.9813092197085],","[14.580272600706673, 120.98583108965893],","[14.5885644197085,120.9793338197085],","[14.580272600706673, 120.98583108965893],","[14.5826472,120.9750843],","[14.5972897,120.9833302],","[14.603113340074794, 120.98488711336834],","[14.6039105197085,120.9866904197085],","[14.6088467197085,120.9881436697085],","[14.6088467197085,120.9881436697085],","[14.6080435197085,120.9913590197085],","[14.6098287197085,120.9919861197085],","[14.60525949999997,120.9880394],","[14.60525949999997,120.9880394],","[14.6135330197085,120.9972356197085],","[14.60525949999997,120.9880394],","[14.61446379999997,120.9957848],","[14.6135162197085,121.0025056697085],","[14.6163908697085,121.0114945197085],","[14.6150057,121.0016124],","[14.618320527141448, 121.01291928985977],","[14.61867111970849,121.0162097697085],","[14.6229412197085,121.0415216197085],","[14.6199977697085,121.0206315697085],","[14.6210885197085,121.0240886197085],","[14.6216131197085,121.0267074197085],","[14.6228617197085,121.0291284197085],","[14.6236701,121.0320766],","[14.6267988,121.03351],","[14.6231979697085,121.0360921697085],","[14.6267988,121.03351],","[14.6267988,121.03351],","[14.6290912197085,121.0435139197085],","[14.6298638197085,121.0460660197085],","[14.6305565197085,121.0484804197085]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.6238367197085,120.9860963197085],","[14.6225224197085,120.9877771197085],","[14.6190365,120.9877170697085],","[14.619114295423445, 120.98899183051113],","[14.5996872,120.9850394],","[14.5996872,120.9850394],","[14.6109975,120.9861981],","[14.6125608157963, 120.9870712929509],","[14.6045196,120.9847642],","[14.6045196,120.9847642],","[14.6058021197085,120.9845897197085],","[14.5972897,120.9833302],","[14.5826472,120.9750843],","[14.5885644197085,120.9793338197085],","[14.5848864197085,120.9813092197085],","[14.5822017197085,120.9826399197085],","[14.56526427427887,120.99383650480966],","[14.5785440197085,120.9846982197085],","[14.56526427427887,120.99383650480966],","[14.5690648197085,120.9902457197085],","[14.5690648197085,120.9902457197085],","[14.56526427427887,120.99383650480966],","[14.56526427427887,120.99383650480966],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.5489394197085,120.9967755197085],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.53763789999998,120.9953855],","[14.5348332,120.9962356],","[14.5364846197085,120.9943804197085],","[14.537059203969733, 120.99230244788568],","[14.53519089999997,120.9846379],","[14.5341073197085,120.9801070697085],","[14.53519089999997,120.9846379],","[14.5284685197085,120.9886758197085],","[14.522518749092058, 120.99031650641663],","[14.510124900000001, 120.99130110576922]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.60366,120.98286],","[14.60456,120.98270],","[14.60650,120.98295],","[14.60770,120.98307],","[14.61095,120.98331],","[14.61417,120.98355],","[14.61635,120.98373],","[14.61799,120.98382],","[14.61934,120.98186],","[14.62312,120.98198],","[14.62450,120.98092],","[14.62563,120.97977],","[14.62594,120.97863],","[14.62747,120.97897],","[14.62921,120.97959],","[14.63099,120.98023],","[14.63300,120.98095],","[14.63419,120.98151],","[14.63598,120.98237],","[14.63783,120.98322],","[14.64006,120.98347],","[14.64092,120.98349],","[14.64210,120.98354],","[14.64335,120.98359],","[14.64491,120.98364],","[14.64630,120.98367],","[14.64890,120.98376],","[14.65175,120.98391],","[14.65413,120.98400],","[14.65574,120.98401],","[14.65636,120.98404],","[14.65705,120.98605]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.594125257188324, 120.96851539170939],","[14.585980618680559, 120.97391988779127],","[14.588722909108332, 120.9811397040072],","[14.5826472,120.9750843],","[14.56526427427887,120.99383650480966],","[14.5826472,120.9750843],","[14.5972897,120.9833302],","[14.6039105197085,120.9866904197085],","[14.6088467197085,120.9881436697085],","[14.6088467197085,120.9881436697085],","[14.6080435197085,120.9913590197085],","[14.6098287197085,120.9919861197085],","[14.60525949999997,120.9880394],","[14.60525949999997,120.9880394],","[14.6135330197085,120.9972356197085],","[14.60525949999997,120.9880394],","[14.6176327197085,121.0015090197085],","[14.6186966197085,121.0029872197085],","[14.6175311,120.9991032],","[14.6214894197085,121.0056344697085],","[14.6175311,120.9991032],","[14.6175311,120.9991032],","[14.6250373697085,121.0091827197085],","[14.6175311,120.9991032],","[14.6183497197085,121.0155018697085],","[14.6298284697085,121.0156390697085],","[14.6331148697085,121.0208065197085],","[14.6313686197085,121.0173181197085],","[14.6319817197085,121.0177600197085],","[14.6175311,120.9991032],","[14.6175311,120.9991032],","[14.6379874197085,121.0250737697085],","[14.6389627197085,121.0251852197085],","[14.6370142,121.0249093],","[14.6429457197085,121.0261058197085],","[14.6450286197085,121.0266379197085],","[14.6487746697085,121.0275790197085],","[14.6482259197085,121.0272815697085],","[14.6370142,121.0249093],","[14.6370142,121.0249093]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.6543283,121.0150378],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6439388697085,121.0160920697085],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6390698197085,121.0149912197085],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6313686197085,121.0173181197085],","[14.6310030697085,121.0162130697085],","[14.6298284697085,121.0156390697085],","[14.6183497197085,121.0155018697085],","[14.6175311,120.9991032],","[14.6250373697085,121.0091827197085],","[14.6175311,120.9991032],","[14.6175311,120.9991032],","[14.6214894197085,121.0056344697085],","[14.6175311,120.9991032],","[14.6186966197085,121.0029872197085],","[14.6176327197085,121.0015090197085],","[14.60525949999997,120.9880394],","[14.6135330197085,120.9972356197085],","[14.60525949999997,120.9880394],","[14.60525949999997,120.9880394],","[14.6098287197085,120.9919861197085],","[14.6080435197085,120.9913590197085],","[14.6088467197085,120.9881436697085],","[14.6088467197085,120.9881436697085],","[14.6039105197085,120.9866904197085],","[14.5972897,120.9833302],","[14.5972897,120.9833302],","[14.56526427427887,120.99383650480966],","[14.5841114697085,120.9773827697085],","[14.5894591197085,120.9695226197085]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.6389627197085,121.0251852197085],","[14.6379874197085,121.0250737697085],","[14.6358846197085,121.0247182197085],","[14.6175311,120.9991032],","[14.6175311,120.9991032],","[14.6319817197085,121.0177600197085],","[14.6313686197085,121.0173181197085],","[14.6310030697085,121.0162130697085],","[14.6298284697085,121.0156390697085],","[14.6183497197085,121.0155018697085],","[14.6175311,120.9991032],","[14.6250373697085,121.0091827197085],","[14.6175311,120.9991032],","[14.6175311,120.9991032],","[14.6214894197085,121.0056344697085],","[14.6175311,120.9991032],","[14.6186966197085,121.0029872197085],","[14.6176327197085,121.0015090197085],","[14.60525949999997,120.9880394],","[14.6135330197085,120.9972356197085],","[14.60525949999997,120.9880394],","[14.60525949999997,120.9880394],","[14.6098287197085,120.9919861197085],","[14.6080435197085,120.9913590197085],","[14.6088467197085,120.9881436697085],","[14.6088467197085,120.9881436697085],","[14.6039105197085,120.9866904197085],","[14.5972897,120.9833302],","[14.5972897,120.9833302],","[14.5942531697085,120.9808099197085],","[14.5826472,120.9750843],","[14.56526427427887,120.99383650480966],","[14.5848864197085,120.9813092197085],","[14.5822017197085,120.9826399197085]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.6370142,121.0249093],","[14.6370142,121.0249093],","[14.6482259197085,121.0272815697085],","[14.6487746697085,121.0275790197085],","[14.6450286197085,121.0266379197085],","[14.6429457197085,121.0261058197085],","[14.6370142,121.0249093],","[14.6389627197085,121.0251852197085],","[14.6379874197085,121.0250737697085],","[14.6358846197085,121.0247182197085],","[14.6175311,120.9991032],","[14.6175311,120.9991032],","[14.6319817197085,121.0177600197085],","[14.6313686197085,121.0173181197085],","[14.6310030697085,121.0162130697085],","[14.6298284697085,121.0156390697085],","[14.6183497197085,121.0155018697085],","[14.6175311,120.9991032],","[14.6250373697085,121.0091827197085],","[14.6175311,120.9991032],","[14.6175311,120.9991032],","[14.6214894197085,121.0056344697085],","[14.6175311,120.9991032],","[14.6186966197085,121.0029872197085],","[14.6176327197085,121.0015090197085],","[14.60525949999997,120.9880394],","[14.6135330197085,120.9972356197085],","[14.60525949999997,120.9880394],","[14.60525949999997,120.9880394],","[14.6098287197085,120.9919861197085],","[14.6080435197085,120.9913590197085],","[14.6088467197085,120.9881436697085],","[14.6088467197085,120.9881436697085],","[14.6039105197085,120.9866904197085],","[14.5972897,120.9833302],","[14.5972897,120.9833302],","[14.5942531697085,120.9808099197085],","[14.5826472,120.9750843],","[14.56526427427887,120.99383650480966],","[14.5848864197085,120.9813092197085],","[14.5822017197085,120.9826399197085],","[14.56526427427887,120.99383650480966],","[14.5785440197085,120.9846982197085],","[14.56526427427887,120.99383650480966],","[14.5690648197085,120.9902457197085],","[14.56526427427887,120.99383650480966],","[14.56526427427887,120.99383650480966],","[14.53763789999998,120.9953855]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.5972897,120.9833302],","[14.6039105197085,120.9866904197085],","[14.60525949999997,120.9880394],","[14.6088467197085,120.9881436697085],","[14.6088467197085,120.9881436697085],","[14.6098287197085,120.9919861197085],","[14.60525949999997,120.9880394],","[14.60525949999997,120.9880394],","[14.6135330197085,120.9972356197085],","[14.60525949999997,120.9880394],","[14.6176327197085,121.0015090197085],","[14.6186966197085,121.0029872197085],","[14.6175311,120.9991032],","[14.6175311,120.9991032],","[14.6175311,120.9991032],","[14.6250373697085,121.0091827197085],","[14.6175311,120.9991032],","[14.6183497197085,121.0155018697085],","[14.6298284697085,121.0156390697085],","[14.6331148697085,121.0208065197085],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6390698197085,121.0149912197085],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6543283,121.0150378]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.6543283,121.0150378],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6439388697085,121.0160920697085],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6390698197085,121.0149912197085],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6322457,121.0163079],","[14.6313686197085,121.0173181197085],","[14.6310030697085,121.0162130697085],","[14.6298284697085,121.0156390697085],","[14.6183497197085,121.0155018697085],","[14.6250373697085,121.0091827197085],","[14.6175311,120.9991032],","[14.6175311,120.9991032],","[14.6214894197085,121.0056344697085],","[14.6175311,120.9991032],","[14.6186966197085,121.0029872197085],","[14.61766989999997,121.0018866],","[14.6176327197085,121.0015090197085],","[14.60525949999997,120.9880394],","[14.6135330197085,120.9972356197085],","[14.60525949999997,120.9880394],","[14.60525949999997,120.9880394],","[14.6098287197085,120.9919861197085],","[14.6088467197085,120.9881436697085],","[14.6088467197085,120.9881436697085],","[14.6039105197085,120.9866904197085],","[14.5972897,120.9833302],","[14.5972897,120.9833302],","[14.5969343197085,120.9824100697085],","[14.5942531697085,120.9808099197085],","[14.56526427427887,120.99383650480966],","[14.579474,120.976877]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.6208307,120.9927227],","[14.6196429197085,120.9971660197085],","[14.6180296197085,120.9954151197085],","[14.6130384697085,120.9964601197085],","[14.6146363197085,120.9916820197085],","[14.6129175197085,120.9897918197085],","[14.6080435197085,120.9913590197085],","[14.6093281197085,120.9858335197085],","[14.6045196,120.9847642],","[14.6058021197085,120.9845897197085],","[14.5972897,120.9833302],","[14.5826472,120.9750843],","[14.5885644197085,120.9793338197085],","[14.5822017197085,120.9826399197085],","[14.5785440197085,120.9846982197085],","[14.56526427427887,120.99383650480966],","[14.56526427427887,120.99383650480966],","[14.5682584197085,120.9876976197085],","[14.568961282675307, 120.98679712493431],","[14.571939981999304, 120.98613803782153],","[14.5618724197085,120.9902922197085],","[14.5553593197085,120.9894964197085],","[14.55134439999997,120.9861736],","[14.54691169999997,120.9926156],","[14.5348332,120.9962356],","[14.54691169999997,120.9926156],","[14.5392805,120.9969525]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.606598574167743, 120.97380552625363],","[14.608268189948886, 120.97463358577355],","[14.60885620855041, 120.97575445720501],","[14.610138401592348, 120.97602620654882],","[14.61144267372804, 120.97628615089683],","[14.610995495583978, 120.98079185319223],","[14.612037752240361, 120.98340017716413],","[14.614318182146913, 120.9835661418176],","[14.61693119283083, 120.98374345293871],","[14.618101803661874, 120.98382762917137],","[14.620574042639927, 120.98383915488654],","[14.622432283527436, 120.98480509781191],","[14.626022218003094, 120.98918274445134],","[14.625754423040169, 120.99102843767942],","[14.627110053366211, 120.99262269500923],","[14.628602958910177, 120.99431156720578],","[14.630017735203442, 120.99585380018931],","[14.631386846079366, 120.99890347110343],","[14.632730094261717, 121.0017687353762],","[14.633771750706506, 121.00409142836199],","[14.634647798510107, 121.00604100221668],","[14.635493741914857, 121.00782024809011]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[14.6561724697085,120.9713131],","[14.657000752882139, 120.98343603066331],","[14.655248677818243, 120.97183002981372],","[14.653369483179695, 120.97203645747513],","[14.657975584393895, 120.97131224287179],","[14.6494639197085,120.9711957697085],","[14.64522699999997,120.9720282697085],","[14.6468442697085,120.9721178697085],","[14.64676915350543, 120.97382373577666],","[14.6346590697085,120.9740514197085],","[14.6434951697085,120.9719339697085],","[14.65499860703766, 120.97185752313221],","[14.64676915350543, 120.97382373577666],","[14.6371839697085,120.9743624697085],","[14.6351132197085,120.9741026697085],","[14.645666,120.9677339],","[14.6306138697085,120.9733766697085],","[14.6299168197085,120.9731376697085],","[14.6279353197085,120.9724980197085],","[14.6258823697085,120.9717437697085],","[14.6248062197085,120.9727693197085],","[14.6232578697085,120.9715943197085],","[14.6216189697085,120.9710687197085],","[14.6131051197085,120.9681852697085],","[14.6055448,120.9704234],","[14.6016819197085,120.9690366197085]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
